address,balance
rwiLUoif55gUjTK1W68xEXGV4VvHbyG8Yq,0
rK3EDaPmxP9M1DgbNgaoD1bZ3Dk6ACfi1M,0.9999999999999999
rG7wD8M74JYh2ZN34ibYvn827YHXF6yzuo,10.85478591428122
rEq4WJjJc4wgGHe52vpbptvNZEQm857Yev,1.249750249750249
rEJjuTn5iFQ9dvQCf1dtDTJRfgK2yrqHey,2.080837244673406
rNJTkpsoBvxGGP4aFqmg9R7G2D6nDsjYQr,1.00299400799001
rMPsXGpujfLGXaiHcdpvJPT6dfbnkPLWH3,2548674.713002376
rDv8Na3Am6Y2pvoJhKvgn5E7NF6vi38xGa,502321.8531468518
rK9748Vqcnx9M3dV7jLjMK83tjoDCpQkiQ,1.001995008986019
rff9KstNpP3eFWDp81uv3vizh5dreQRVZv,1955608.54687085
rn7HgRbkxY6yEMmgVYYGfsNsGcibmVyWvz,0.999000999000999
rG1kz2tqwwAEqNhRC9b7bRbtEReZLk1UvX,165752.2477522464
rNaVQ7tXCCSZAdxQYFm5tuEiCBDjYJuPif,1.508481518481518
rLgPbQRsP7vdWhrK28zjA2qEbVHKvZBYpy,0.9999999999999999
rECPtq1W3tNaXfYHYFouEt8zz9vR2aMY5i,1.249750249750249
rJVqq61bTkRZHH4AwubxsRan4vSkcFWQhD,1.049950049950049
r3uj5omzndqwc1HpAwiaGwJxPAJKdJZHz,1.309690309690309
r98icbokKgfvzA1wy231QEKbAjMDwKuxHb,2.310686317677326
rNGJ8uF3HrqrL3SUur1WfcFcPpFPAvcq2T,58751.4874715692
rqLmWpzbqHFNfALvgBGW8qRUvzMDepgyj,138651.3486513473
rh3xCTwAxeQv7oJwiHMjVycHGgWzaVsiyC,1.249750249750249
r53hN9j9pVnmXXMFX1HnzYAsuMpzXv1eb,60.17792608254987
r4uMJn26WVJ44Hnnh6pG1CGmXPaMRY6Kye,0.999000999000999
rnbixxDt6n4BuYxEnxrLgvQrs9qhoavKWs,1.758231768231768
rajasiN1qZWrvANBXHquNSzT1roL2ppfCD,13043.4880619379
rHjS5naKbrxiP9hXQzXyrw1yMGZaS43M9j,1.249750249750249
rPAivpKWREjD2sGD9nsF7taM1rQQ8GryA1,0
